timestamp_eval,dt_eval,eps_eval,num_noise_eval,integrator_eval,network,L,m2,lambda,dt,eps,bs,integrator,num_noise,n_kernel,n_kernel_bond,n_basis,n_basis_bond,num_boots,logp_avg,logp_err,loss_avg,loss_err,part_avg,part_err,free_avg,free_err,ess_avg,ess_err,susc_avg,susc_err
20260610_151018,0.01,0.0,1,hutch,phi4analytic,8,-4.0,6.008,0.05,0.0,2000,fp,16,21,20,20,20,2000,-8.226359367370605,0.1283436417579651,-10.807961463928223,0.04958631470799446,415040.09375,73236.5390625,12.910795211791992,0.1751556396484375,0.022895215079188347,0.014156132005155087,0.026529863476753235,0.0007221784326247871
20260610_151018,0.01,0.0,1,hutch,phi4analytic,8,-4.0,6.008,0.05,0.0,2000,fp,8,21,20,20,20,2000,-8.310256004333496,0.12984663248062134,-9.886468887329102,0.04953297600150108,415473.5625,122971.4921875,12.906158447265625,0.29493382573127747,0.01240130141377449,0.010107520967721939,0.026548046618700027,0.0007605607388541102
20260610_151018,0.01,0.0,1,hutch,phi4analytic,8,-4.0,6.008,0.01,0.0,2000,fp,4,21,20,20,20,2000,-7.45162296295166,0.11687206476926804,-15.15507698059082,0.030743401497602463,9661922.0,433496.78125,16.083614349365234,0.04548915475606918,0.19679072499275208,0.017809603363275528,0.025451820343732834,0.0007058756309561431
20260610_151018,0.01,0.0,1,hutch,phi4analytic,8,-4.0,6.008,0.01,0.0,2000,fp,16,21,20,20,20,2000,-7.347384929656982,0.12075444310903549,-15.670754432678223,0.02012588270008564,8507846.0,159126.953125,15.956748008728027,0.0186834167689085,0.5923559665679932,0.014425350353121758,0.024837017059326172,0.0007203610730357468
20260610_151018,0.01,0.0,1,hutch,phi4analytic,8,-4.0,6.008,0.005,0.0,2000,fp,8,21,20,20,20,2000,-7.160665512084961,0.11574510484933853,-15.685502052307129,0.016549943014979362,8444691.0,151912.859375,15.948690414428711,0.01773710735142231,0.6094627976417542,0.014548767358064651,0.02552088350057602,0.0006878012791275978
20260610_151018,0.01,0.0,1,hutch,phi4analytic,8,-4.0,6.008,0.005,0.0,2000,fp,4,21,20,20,20,2000,-7.162113666534424,0.11736977100372314,-15.510917663574219,0.021841900423169136,8602817.0,231098.03125,15.968862533569336,0.02625340223312378,0.41689449548721313,0.02371378242969513,0.025465790182352066,0.0007326723425649107
20260610_151018,0.01,0.0,1,hutch,phi4analytic,8,-4.0,6.008,0.005,0.0,2000,fp,16,21,20,20,20,2000,-7.283139228820801,0.11783402413129807,-15.80104923248291,0.014838623814284801,8687737.0,119924.515625,15.9765625,0.014074807986617088,0.7157991528511047,0.015868663787841797,0.025935843586921692,0.0007182683330029249
20260610_151018,0.01,0.0,1,hutch,phi4analytic,8,-4.0,6.008,0.01,0.0,2000,fp,8,21,20,20,20,2000,-7.057835102081299,0.1140039935708046,-15.490482330322266,0.023530950769782066,8866110.0,247890.78125,15.998186111450195,0.028725486248731613,0.3897002637386322,0.0199273694306612,0.025500105693936348,0.0007175482460297644
20260610_151018,0.01,0.0,1,hutch,phi4analytic,8,-4.0,6.008,0.05,0.0,2000,fp,1,21,20,20,20,2000,-8.203773498535156,0.1265270859003067,-2.025826930999756,0.1070416048169136,439682.84375,307397.9375,12.647359848022461,0.9387419819831848,0.001776516786776483,0.001496763783507049,0.02775091864168644,0.0007695599924772978
20260610_151018,0.01,0.0,1,hutch,phi4analytic,8,-4.0,6.008,0.02,0.0,2000,fp,1,21,20,20,20,2000,-7.262423038482666,0.1189909428358078,-10.446842193603516,0.07684115320444107,4246967.5,883515.0625,15.249594688415527,0.20268963277339935,0.012579628266394138,0.0023924587294459343,0.024653654545545578,0.000705669226590544
